Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
India,IND,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,6.359125005,7.500000007,7.500000007,7.500000007,7.500000007,7.491935231,7.594468374,7.742038562,8.101603227,8.375891946,8.960412728,8.738576171,8.192840348,8.125790946,7.862944701,8.658522817,9.455131933,10.09889824,11.36258333,12.36875,12.61083333,12.9615,13.91708333,16.2255,17.5035,22.74243333,25.91808333,30.49329167,31.3737425,32.42707667,35.43317333,36.31328583,41.259365,43.05542833,44.941605,47.18641417,48.61031917,46.58328417,45.31646667,44.099975,45.30700833,41.34853333,43.50518333,48.40526667,45.72581212,46.67046667,53.43723333,58.59784542,61.02951446
Not classified,INX,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.362103333,0.416666999,0.416666999,0.416666999,0.41092022,0.400390462,0.408170945,0.42775644,0.452041166,0.556509832,0.573271999,0.521504582,0.488594874,0.486645277,0.621298067,0.704561636,0.804677923,0.9225535,0.945615,0.743128333,0.672916667,0.6564675,0.705543333,0.604588333,0.6212975,0.587720833,0.677249307,0.668628102,0.623733075,0.625028368,0.659643127,0.702270998,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75000008,75.75,75.74997013,68.88766824,67.64784741,67.66145201,70.24582485,70.64052483,70.4988103,70.4988103,70.63864086,78.35438011,83.63071214,86.38704306,90.06010027,91.08234552,78.78635934,71.48430981,68.70637159,72.03916387,68.11892318,67.52822368,65.57414704,1268.200714,1749.341957,1748.518387,1751.35477,1753.514099,1752.454514,1753.523572,1765.025798,1754.154368,6907.062564,8193.887519,8613.989421,8963.958907,9170.942878,9281.151828,9428.528261,9864.302456,10254.17647,10616.30664,12175.54722,18414.44801,25941.66414
Iraq,IRQ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.353724532,0.328948798,0.299720767,0.295683111,0.295313667,0.295313667,0.295313667,0.295313667,0.295313667,0.295313667,0.295313667,0.298504548,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857313,0.310857394,2133.777778,1453.416667,1472,1467.416667,1254.567219,1193.083333,1170,1170,1170,1166.166667,1166,1166
Iceland,ISL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.36190475,0.400833333,0.43,0.43,0.43,0.43,0.43,0.441666667,0.621666667,0.88,0.88,0.879999999,0.882603546,0.90444936,0.999516667,1.53695,1.821716666,1.9887,2.711108333,3.525999999,4.797641666,7.224183332,12.35153333,24.84276667,31.69374167,41.50766667,41.10415833,38.67718333,43.01398333,57.04179167,58.283775,58.99634167,57.54593333,67.60318167,69.94437833,64.69166667,66.5,70.90429083,70.95833333,72.33529333,78.61594667,97.42460333,91.66166667,76.7089825,70.19166667,62.98166667,70.18,64.055,87.94791667,123.6383814,122.2418112,115.9540398,125.082787,122.1791213,116.7673525
Israel,ISR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.00018,0.00018,0.000289999,0.000299999,0.000299999,0.000299999,0.000299999,0.000308333,0.000349999,0.000349999,0.000349999,0.000419999,0.00041798,0.000419469,0.000445153,0.000633615,0.000792557,0.001044546,0.001743537,0.002540637,0.005124292,0.011430575,0.024267,0.056214492,0.293209667,1.178849333,1.487841667,1.594641667,1.598933333,1.916416667,2.016175,2.279108333,2.459083333,2.830083333,3.011055208,3.011291667,3.19165,3.44935,3.800075,4.139716667,4.077333333,4.20565,4.737825,4.554133333,4.481983333,4.4877,4.455808333,4.108082949,3.588021194,3.932335478,3.738975,3.578129306,3.855921825,3.610758333,3.577925
Italy,ITA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,623.9875005,625.0000006,625.0000006,625.0000006,625.0000006,625.0000006,625.0000006,625.0000006,625.0000006,625.0000006,625.0000006,620.3592893,583.2175,582.9958333,650.3433333,652.8491667,832.335,882.3883333,848.6633333,830.8616667,856.4475,1136.765,1352.51,1518.848333,1756.960833,1909.439167,1490.81,1296.07,1301.6275,1372.093333,1198.101667,1240.613333,1232.405833,1573.665867,1612.444983,1628.933158,1542.946967,1703.096908,1736.207383,,,,,,,,,,,,,,,,
Jamaica,JAM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.724207,0.833334,0.83333375,0.833333,0.83280175,0.76746,0.902426749,0.90909,0.90909,0.90909,0.90909,1.413258333,1.764778333,1.781419999,1.781419999,1.781419999,1.932217499,3.942804166,5.558558333,5.477833333,5.486666667,5.488554167,5.744641667,7.184025,12.115875,22.96035,24.94855,33.08593333,35.14211667,37.11955833,35.40446667,36.55,39.04351667,42.9857,45.99625,48.41594167,57.74087375,61.1972,62.28071494,65.74385754,69.19216185,72.75620341,87.89411981,87.19613681,85.89245833,88.75093736,100.2410556,110.9345292
Jordan,JOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357143251,0.328570868,0.322091666,0.319791666,0.331983332,0.329266666,0.305624999,0.300333332,0.297924999,0.330433332,0.352491666,0.363079166,0.384464999,0.394625,0.349965833,0.33845875,0.3742925,0.574575833,0.663711667,0.680865833,0.679818333,0.692850833,0.698764167,0.7003775,0.709,0.709,0.709,0.709,0.709,0.708983174,0.708999833,0.709,0.709,0.709,0.709,0.708999767,0.70966655,0.71,0.71,0.71,0.71,0.71,0.71
Japan,JPN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,360.0000004,350.6776935,303.1725,271.7016667,292.0825,296.7875,296.5525,268.51,210.4416667,219.14,226.7408333,220.5358333,249.0766667,237.5116667,237.5225,238.5358333,168.5198333,144.6375,128.1516667,137.9644167,144.7925,134.7066667,126.6513333,111.1977858,102.2078058,94.05957917,108.7790567,120.9908625,130.9053007,113.906805,107.7654983,121.5289475,125.3880192,115.9334642,108.1925692,110.2182117,116.2993117,117.7535292,103.359494,93.57008909,87.779875,79.80701983,79.79045542,97.59565828,105.944781
Kazakhstan,KAZ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.53833333,60.95,67.30333333,75.4375,78.30333333,119.5233333,142.1333333,146.7358333,153.2791667,149.5758333,136.035,132.88,126.0894306,122.5541667,120.2991667,147.4966667,147.355,146.6208333,149.1125,152.1291667,179.1916667
Kenya,KEN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142860006,7.142859998,7.142859999,7.020383688,7.134811101,7.343193332,8.367144999,8.276560832,7.729383332,7.475309166,7.420187499,9.047498333,10.922325,13.31151667,14.413875,16.43211667,16.22574167,16.45449167,17.7471,20.57246667,22.91476667,27.50786667,32.21683333,58.00133333,56.050575,51.42983333,57.11486667,58.73184167,60.3667,70.32621667,76.17554167,78.563195,78.74914167,75.93556944,79.17387606,75.55410945,72.10083502,67.31763812,69.17531982,77.3520123,79.2331517,88.81076997,84.52960176,86.1228789,87.92216381
Kyrgyz Republic,KGZ,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84168333,10.82188333,12.80955833,17.36249167,20.83756667,39.00773333,47.70383333,48.37795833,46.93706667,43.648375,42.64994167,41.01182051,40.15289995,37.31625681,36.57459167,42.90410833,45.9642614,46.14390132,47.00447914,48.43805901,53.65405831
Cambodia,KHM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,35,35,35,35,35,35,35,35,35,43.55833333,55.54,75.82166667,162.25,244.9166667,,,,,,,,,,,,,,,,,426.25,718.3333333,1266.583333,2689,2545.25,2450.833333,2624.083333,2946.25,3744.416667,3807.833333,3840.75,3916.333333,3912.083333,3973.333333,4016.25,4092.5,4103.25,4056.166667,4054.166667,4139.333333,4184.916667,4058.5,4033,4027.25,4037.5
Kiribati,KIR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.892857,0.880607842,0.819200569,0.704113908,0.638383131,0.763871249,0.818284082,0.901824999,0.873659249,0.894640916,0.878244332,0.870214582,0.985862832,1.110014999,1.139519166,1.431895,1.495974166,1.42818,1.279908333,1.264596667,1.281056667,1.283755833,1.361648333,1.47056,1.367750833,1.3490325,1.277863333,1.34738,1.591828333,1.54995,1.724826667,1.9334425,1.8405625,1.541914167,1.3597525,1.309473333,1.327973441,1.1950725,1.192178333,1.28218881,1.090159486,0.969463201,0.965801031,1.035843097,1.109363293
St. Kitts and Nevis,KNA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.761908334,2.000000001,2.000000001,2.000000001,1.974872733,1.921278149,1.959219236,2.053232409,2.169795832,2.614670833,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
"Korea, Rep.",KOR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,63.125,124.7916667,130,130,213.8466667,266.4008333,271.3375,270.5166667,276.645,288.1608333,310.5558333,347.1475,392.8941667,398.3216667,404.4725,484,484,484,484,484,607.4325,681.0283333,731.0841667,775.7483333,805.9758333,870.02,881.4541667,822.5675,731.4683333,671.4558333,707.7641667,733.3533333,780.6508333,802.6708333,803.4458333,771.2733333,804.4533333,951.2891667,1401.436667,1188.816667,1130.9575,1290.994583,1251.088333,1191.614167,1145.319167,1024.116667,954.7905158,929.2572617,1102.046667,1276.93,1156.060988,1108.292125,1126.470826,1094.852917,1052.960833
Kosovo,,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682674711,0.71984336,0.755044952,0.719355254,0.778293601,0.753159182,0.753730737
Kuwait,KWT,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.356097714,0.328948798,0.296572316,0.293151416,0.290032332,0.292387416,0.286565999,0.275052749,0.276366082,0.270297416,0.278785332,0.287910999,0.291476666,0.296061916,0.30075325,0.290594667,0.27866325,0.27902925,0.293779417,0.288455,0.284268577,0.293222667,0.3018386,0.296870315,0.298447721,0.299408563,0.303348835,0.30475564,0.304414667,0.306751583,0.306681667,0.303914252,0.298011521,0.2947,0.292,0.290176225,0.284213958,0.268828367,0.287785417,0.286606592,0.275978944,0.279935558,0.283589442,0.284557198
Latin America & Caribbean (developing only),LAC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,80.00015473,80.00015473,80.00015473,80.00015473,240.0004642,240.0004642,240.0004642,240.0004642,240.0004642,240.0004642,240.0004642,240.0004642,510.0009864,600.0011604,600.0011604,724.9999806,429.1669885,199.9999947,333.3333244,367.4999902,9.999999733,21.66666609,34.99999907,34.99999907,34.99999907,54.99999853,94.99999746,187.499995,400.3749893,591.4999842,707.7499811,702.0833146,716.0833142,716.2499809,717.6666475,804.69,921.0216667,1259.979167,3298.333333,7102.025,7887.643333,8954.583333,10056.33333,10569.0375,10585.375,10655.16667,10159.93917,9603.160306,8744.224088,8516.052615,8258.770086,8030.055,8007.7575,7860.1375,8048.960333
Lebanon,LBN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,3.169349999,3.078616666,3.009041666,3.097291666,3.073658332,3.071849999,3.130749999,3.204516666,3.156824999,3.254583332,3.268983332,3.227733332,3.050716666,2.610399999,2.327758332,2.301983332,2.871591666,3.068958332,2.955374999,3.242749999,3.436108332,4.313874999,4.743533332,4.528166666,6.511091666,16.417025,38.36991667,224.5963333,409.23,496.6891667,695.0891667,928.2275,1712.790833,1741.363333,1680.073333,1621.413333,1571.444167,1539.45,1516.131667,1507.844167,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5,1507.5
Liberia,LBR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1,1,1,1,1,1,1,1,1,1,1,0.999999999,1,1,1.000000138,1.000000276,1.000000276,1.000000276,1.000000276,1.000000276,1.000000276,1.000000276,1.000000276,1.000000276,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,1.000000277,41.5075,41.9025,40.9525,48.58333333,61.75416667,59.37883333,54.90583333,57.09583333,58.01333333,61.27222222,63.2075,68.28666667,71.40333333,72.22666667,73.51477208,77.52,83.8925
Libya,LBY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.356325749,0.328946999,0.300025999,0.296050999,0.296050999,0.296050999,0.296050999,0.296050999,0.296050999,0.296050749,0.296051749,0.296052999,0.296052999,0.296053,0.296053,0.315395803,0.297028644,0.285766199,0.299601656,0.28317719,0.280728317,0.281553354,0.304370219,0.34836821,0.418144934,0.436799769,0.460866115,0.467574437,0.463810769,0.512189613,0.605064254,1.270679174,1.292944128,1.304966144,1.308384824,1.313571625,1.262644868,1.223562393,1.253534489,1.26678941,1.224152495,1.261659638,1.271598027,1.272402067
St. Lucia,LCA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.714290001,1.761908334,2.000000001,2.000000001,2.000000001,1.974872733,1.921278149,1.959219236,2.053232409,2.169795832,2.614670833,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Latin America & Caribbean (all income levels),LCN,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.861105837,5.952370005,5.952370005,5.952370005,5.934948621,5.970317182,6.402499999,6.650749999,7.007166666,8.411999999,8.872833333,15.61066667,15.57183333,16.53441667,19.24575,20.81225,23.52858333,25.43816667,27.16258333,28.01733333,29.44475,31.80675,36.04708333,40.06291667,41.3715,43.829625,48.3221675,49.41514167,51.25158917,55.27144417,58.994605,64.45011833,70.63545,77.00511667,89.38301333,95.662065,96.52095083,101.1944575,100.4980517,103.9144458,110.6232333,108.3337627,114.9447833,113.0644804,110.5652079,127.6033535,129.0690309,130.5646852
Lower middle income,LMC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lesotho,LSO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.715216999,0.768704513,0.693959098,0.679477004,0.739507755,0.869565218,0.869565218,0.869565218,0.842022602,0.778833737,0.877528333,1.085815833,1.1141,1.4752775,2.228674999,2.285031666,2.036033333,2.2734675,2.6226775,2.587320833,2.761315,2.852014167,3.267741583,3.550798333,3.627085,4.299349167,4.607961667,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557
Lithuania,LTU,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77275,4.344063333,3.97775,4,4,4,4,4,4,4,3.676958333,3.060866667,2.780591667,2.774025,2.752225,2.523725,2.357075,2.484033333,2.606333333,2.4811,2.686291667,2.601008333,2.600291667
Luxembourg,LUX,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,50.00000005,48.8698,44.01458333,38.9765,38.9515,36.77891667,38.60516667,35.84275,31.49208333,29.31866667,29.24166667,37.12925,45.69058333,51.13166667,57.78391667,59.378,44.67191667,37.33408333,36.76833333,39.404,33.41791667,34.14825,32.1495,34.59652083,33.4564975,29.48001667,30.96151333,35.77389083,36.29864083,,,,,,,,,,,,,,,,
Latvia,LVA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.736466667,0.675333333,0.55975,0.527583333,0.55075,0.580916667,0.589833333,0.585166667,0.6065,0.627916667,0.618191667,0.571475,0.540233333,0.564716667,0.560408333,0.513791667,0.480816667,0.50555,0.530475,0.501233333,0.546875,0.529391667,
"Macao SAR, China",MAC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,6.075789473,6.071578947,6.03614035,6.051403508,5.947368421,5.714561403,4.928754753,5.039764041,5.126437354,6.061448986,5.57378531,5.029166666,5.176666666,5.094999999,5.751666666,6.225833333,7.464166666,8.03535,7.998841667,8.013158333,8.009808333,8.040591667,8.033883333,8.020991667,8.00425,7.972341667,7.96755,7.960283333,7.967758333,7.9664,7.975291667,7.978766667,7.99185,8.0259,8.0335,8.033433333,8.021241167,8.022171083,8.011064583,8.001426167,8.035853917,8.020109917,7.984283333,8.002216667,8.018208333,7.9898635,7.989255333,7.987129
St. Martin (French part),MAF,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.060490004,5.049958854,4.59248032,4.106920832,4.369766666,4.052487499,4.419312499,4.503345832,4.166670832,3.899134166,3.936645832,5.172295832,6.023022499,7.111323332,8.810535833,10.06249417,9.104441666,8.359225,8.20915,8.48817,8.242341667,8.70655,8.537875,9.298709167,9.202715,8.540235833,8.715875833,9.527106667,9.604415833,9.804419167,10.62563617,11.302975,11.02058333,9.574383333,8.868016667,8.865008333,8.795583333,8.192333333,7.750325,8.0571,8.417157083,8.089875,8.628444583,8.405503917,8.406336688
Monaco,MCO,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4958,4.604483333,4.623583333,5.3707,10.51580833,12.43421667,12.86514167,13.5704975,13.94488333,12.32971667,12.599625,13.13105833,12.13994497,10.39204368,11.10957543,12.36926096,11.73861249,12.11143682,12.58675623,14.03563005
Madagascar,MDG,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,49.37060005,49.37060005,49.37060005,49.37060005,49.37060005,49.37060005,49.37060005,49.37060005,49.37060005,51.94197505,55.54190006,55.42632505,50.40533333,44.57766667,48.14075,42.86241666,47.78991666,49.13574999,45.13099999,42.54416666,42.25574999,54.34608333,69.94716666,86.08983333,115.3285,132.4955,135.2681667,213.8426667,281.4213333,320.6875,298.8293333,367.072,372.7933333,382.7565,613.4671667,853.1263333,812.2503333,1018.177167,1088.279667,1256.755,1353.496167,1317.698833,1366.391167,1238.327667,1868.857833,2003.025833,2142.301667,1873.876667,1708.370833,1956.205833,2089.95,2025.1175,2194.966667,2206.914167,2414.811667
Maldives,MDV,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.760908336,4.749999999,4.749999999,4.749999999,4.734416666,4.374999999,3.985666666,3.929999999,5.764833332,8.364666666,8.76675,8.968749999,7.488583332,7.549999999,7.549999999,7.173666666,7.049999999,7.05,7.098083333,7.150733333,9.223,8.784583333,9.040833333,9.551741667,10.25266667,10.56916667,10.95699167,11.58575,11.77,11.77,11.77,11.77,11.77,11.77,12.24208333,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,14.6020084,15.36483532,15.36671003,15.38039352
Middle East & North Africa (all income levels),MEA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.012500023,0.012499952,0.012499969,0.0125,0.01542585,0.022572867,0.022767283,0.022805383,0.022951008,0.0245146,0.0564017,0.120093583,0.167827583,0.256871583,0.611772583,1.3781825,2.273105,2.4614725,2.812599167,3.01843,3.094898333,3.115616667,3.375116667,6.419425,7.599448417,7.91846,9.13604175,9.5603975,9.455558333,9.342341667,9.655958333,10.78901917,11.28596667,10.89789167,10.89924167,10.92819167,11.12971667,13.513475,12.63600833,12.423325,13.16945833,12.77199167,13.29245
Marshall Islands,MHL,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Macedonia, FYR",MKD,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.26318333,37.88175833,39.981075,50.00355,54.46173333,56.90182833,65.90386667,68.03713333,64.34979167,54.32225833,49.40993333,49.28368333,48.80176667,44.72981667,41.86768333,44.100575,46.48539167,44.230825,47.89025,46.39534167,46.43713083
Mali,MLI,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,245.1951014,245.2601016,245.0138507,245.0163507,245.0271841,245.0609342,245.6784366,246.0009378,247.5646938,259.9605744,276.403137,253.0267979,252.0276275,222.8891831,240.7046676,214.3129003,238.9504943,245.6796866,225.6558602,212.7216443,211.2795554,271.7314526,328.6062527,381.066036,436.9566658,449.2629627,346.3059036,300.5365624,297.8482188,319.0082995,272.264788,282.1069088,264.6918008,283.1625795,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529
Malta,MLT,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.357142999,0.362103333,0.416666999,0.416666999,0.416666999,0.407107526,0.381576666,0.368796666,0.385481666,0.384783332,0.425135832,0.422309166,0.385383332,0.358469999,0.345426666,0.386700832,0.412142499,0.432449166,0.461034166,0.469155,0.3929925,0.345491667,0.330856667,0.3484925,0.31779,0.3232425,0.318923333,0.382289333,0.377921083,0.35305875,0.360455868,0.385966125,0.388459511,0.398898395,0.438149992,0.450041567,0.433620338,0.377233333,0.34466318,0.345777392,0.340893886,0.311675,,,,,,,
Myanmar,MMR,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.761900004,4.764842629,5.459485429,4.931047618,4.862516883,6.379399324,6.706749356,7.067599759,6.798260431,6.585761393,6.538142322,7.220337266,7.709063783,7.960396896,8.303266971,8.474849999,7.330375,6.65345,6.394541667,6.7049,6.338558333,6.2837,6.104533333,6.156966667,5.9749125,5.667041667,5.917566667,6.241833333,6.343158333,6.285791667,6.516725,6.748908333,6.642083333,6.138925,5.805833333,5.818166667,5.842941667,5.616883333,5.44145,5.576366667,5.634883333,5.444108333,640.6534167,933.5704564,984.3457476
Middle East & North Africa (developing only),MNA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montenegro,MNE,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938627276,1.085400833,1.11751,1.062551667,0.886034167,0.805365,0.80412,0.797140833,0.7306375,0.682674711,0.71984336,0.755044952,0.719355254,0.778293601,0.753159182,0.753730737
